Absurd,,,,
Absurd,,,,
Alone,,,,
Alone,,,,
Alone,,,Married ,864
Divorced,,,Single ,480
Divorced,,,Divorced ,232
Divorced,,,Widow ,77
Divorced,,,Alone ,3
Divorced,,,Absurd,0
Divorced,,,YOLO,2
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Divorced,,,,
Marital_Status,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Married,,,,
Single,,,,
Single,,,,
Single,,,,
Single,,,,
Single,,,,
